Question_ID,Topic,Question,Answer,Options,Difficulty,Type
2276,Advanced Concepts of Punctuation (Key Ideas),What is the primary purpose of Advanced Concepts of Punctuation (Key Ideas)?,To study and explain the properties and functions of (Key in English.,To study and explain the properties and functions of (Key in English.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Hard,MCQ
2277,Advanced Concepts of Punctuation (Key Ideas),Which of the following is a direct application of Advanced Concepts of Punctuation (Key Ideas)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Hard,MCQ
2278,Advanced Concepts of Punctuation (Key Ideas),True or False: The study of Advanced Concepts of Punctuation (Key Ideas) is essential for a complete understanding of English concepts.,True,True|False,Hard,True/False
2279,Advanced Concepts of Punctuation (Key Ideas),Complete the sentence: ________ is a core foundation of the lesson Advanced Concepts of Punctuation (Key Ideas).,(Key,,Hard,Fill in the Blanks
2280,Advanced Concepts of Punctuation (Key Ideas),Match the term '(Key' with its correct definition or category.,(Key corresponds to English branch,(Key -> English branch|Other terms -> Other categories,Hard,Match the Following
2281,Advanced Concepts of Nouns (Basics),What is the primary purpose of Advanced Concepts of Nouns (Basics)?,To study and explain the properties and functions of Nouns in English.,To study and explain the properties and functions of Nouns in English.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Hard,MCQ
2282,Advanced Concepts of Nouns (Basics),Which of the following is a direct application of Advanced Concepts of Nouns (Basics)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Hard,MCQ
2283,Advanced Concepts of Nouns (Basics),True or False: The study of Advanced Concepts of Nouns (Basics) is essential for a complete understanding of English concepts.,True,True|False,Hard,True/False
2284,Advanced Concepts of Nouns (Basics),Complete the sentence: ________ is a core foundation of the lesson Advanced Concepts of Nouns (Basics).,Nouns,,Hard,Fill in the Blanks
2285,Advanced Concepts of Nouns (Basics),Match the term 'Nouns' with its correct definition or category.,Nouns corresponds to English branch,Nouns -> English branch|Other terms -> Other categories,Hard,Match the Following
2286,Advanced Concepts of Verbs (Principles),What is the primary purpose of Advanced Concepts of Verbs (Principles)?,To study and explain the properties and functions of Verbs in English.,To study and explain the properties and functions of Verbs in English.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Hard,MCQ
2287,Advanced Concepts of Verbs (Principles),Which of the following is a direct application of Advanced Concepts of Verbs (Principles)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Hard,MCQ
2288,Advanced Concepts of Verbs (Principles),True or False: Advanced Concepts of Verbs (Principles) has no relevance outside of Grade 9 curriculum.,False,True|False,Hard,True/False
2289,Advanced Concepts of Verbs (Principles),Complete the sentence: ________ is a core foundation of the lesson Advanced Concepts of Verbs (Principles).,Verbs,,Hard,Fill in the Blanks
2290,Advanced Concepts of Verbs (Principles),Match the term 'Verbs' with its correct definition or category.,Verbs corresponds to English branch,Verbs -> English branch|Other terms -> Other categories,Hard,Match the Following
2291,Advanced Concepts of Adjectives (Applications),What is the primary purpose of Advanced Concepts of Adjectives (Applications)?,To study and explain the properties and functions of Adjectives in English.,To study and explain the properties and functions of Adjectives in English.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Hard,MCQ
2292,Advanced Concepts of Adjectives (Applications),Which of the following is a direct application of Advanced Concepts of Adjectives (Applications)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Hard,MCQ
2293,Advanced Concepts of Adjectives (Applications),True or False: Advanced Concepts of Adjectives (Applications) has no relevance outside of Grade 9 curriculum.,False,True|False,Hard,True/False
2294,Advanced Concepts of Adjectives (Applications),Complete the sentence: ________ is a core foundation of the lesson Advanced Concepts of Adjectives (Applications).,Adjectives,,Hard,Fill in the Blanks
2295,Advanced Concepts of Adjectives (Applications),Match the term 'Adjectives' with its correct definition or category.,Adjectives corresponds to English branch,Adjectives -> English branch|Other terms -> Other categories,Hard,Match the Following
2296,Advanced Concepts of Pronouns (Theories),What is the primary purpose of Advanced Concepts of Pronouns (Theories)?,To study and explain the properties and functions of Pronouns in English.,To study and explain the properties and functions of Pronouns in English.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Hard,MCQ
2297,Advanced Concepts of Pronouns (Theories),Which of the following is a direct application of Advanced Concepts of Pronouns (Theories)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Hard,MCQ
2298,Advanced Concepts of Pronouns (Theories),True or False: Advanced Concepts of Pronouns (Theories) has no relevance outside of Grade 9 curriculum.,False,True|False,Hard,True/False
2299,Advanced Concepts of Pronouns (Theories),Complete the sentence: ________ is a core foundation of the lesson Advanced Concepts of Pronouns (Theories).,Pronouns,,Hard,Fill in the Blanks
2300,Advanced Concepts of Pronouns (Theories),Match the term 'Pronouns' with its correct definition or category.,Pronouns corresponds to English branch,Pronouns -> English branch|Other terms -> Other categories,Hard,Match the Following
2301,Advanced Concepts of Tenses (Exploration),What is the primary purpose of Advanced Concepts of Tenses (Exploration)?,To study and explain the properties and functions of Tenses in English.,To study and explain the properties and functions of Tenses in English.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Hard,MCQ
