Topic_ID,Subject,Grade,Topic,Description,Keywords,Difficulty
680,Physics,7,Understanding Light Refraction (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Light Refraction tailored for Grade 7 students.","physics, grade 7, light refraction, impact",Medium
681,Physics,7,Understanding Thermodynamics (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Thermodynamics tailored for Grade 7 students.","physics, grade 7, thermodynamics, dynamics",Medium
682,Physics,7,Understanding Electromagnetism (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Electromagnetism tailored for Grade 7 students.","physics, grade 7, electromagnetism, functions",Medium
683,Physics,7,Understanding Pressure (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Pressure tailored for Grade 7 students.","physics, grade 7, pressure, structure",Medium
684,Physics,7,Understanding Friction (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Friction tailored for Grade 7 students.","physics, grade 7, friction, key ideas",Medium
685,Physics,8,Advanced Concepts of Laws of Motion (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Laws of Motion tailored for Grade 8 students.","physics, grade 8, laws of motion, basics",Hard
686,Physics,8,Advanced Concepts of Work and Energy (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Work and Energy tailored for Grade 8 students.","physics, grade 8, work and energy, principles",Hard
687,Physics,8,Advanced Concepts of Gravitation (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Gravitation tailored for Grade 8 students.","physics, grade 8, gravitation, applications",Hard
688,Physics,8,Advanced Concepts of Electrostatics (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Electrostatics tailored for Grade 8 students.","physics, grade 8, electrostatics, theories",Hard
689,Physics,8,Advanced Concepts of Magnetism (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Magnetism tailored for Grade 8 students.","physics, grade 8, magnetism, exploration",Hard
690,Physics,8,Advanced Concepts of Sound Waves (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Sound Waves tailored for Grade 8 students.","physics, grade 8, sound waves, processes",Hard
691,Physics,8,Advanced Concepts of Light Reflection (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Light Reflection tailored for Grade 8 students.","physics, grade 8, light reflection, systems",Hard
692,Physics,8,Advanced Concepts of Light Refraction (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Light Refraction tailored for Grade 8 students.","physics, grade 8, light refraction, impact",Hard
693,Physics,8,Advanced Concepts of Thermodynamics (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Thermodynamics tailored for Grade 8 students.","physics, grade 8, thermodynamics, dynamics",Hard
694,Physics,8,Advanced Concepts of Electromagnetism (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Electromagnetism tailored for Grade 8 students.","physics, grade 8, electromagnetism, functions",Hard
695,Physics,8,Advanced Concepts of Pressure (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Pressure tailored for Grade 8 students.","physics, grade 8, pressure, structure",Hard
696,Physics,8,Advanced Concepts of Friction (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Friction tailored for Grade 8 students.","physics, grade 8, friction, key ideas",Hard
697,Physics,9,Advanced Concepts of Laws of Motion (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Laws of Motion tailored for Grade 9 students.","physics, grade 9, laws of motion, basics",Hard
698,Physics,9,Advanced Concepts of Work and Energy (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Work and Energy tailored for Grade 9 students.","physics, grade 9, work and energy, principles",Hard
699,Physics,9,Advanced Concepts of Gravitation (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Gravitation tailored for Grade 9 students.","physics, grade 9, gravitation, applications",Hard
700,Physics,9,Advanced Concepts of Electrostatics (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Electrostatics tailored for Grade 9 students.","physics, grade 9, electrostatics, theories",Hard
701,Physics,9,Advanced Concepts of Magnetism (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Magnetism tailored for Grade 9 students.","physics, grade 9, magnetism, exploration",Hard
702,Physics,9,Advanced Concepts of Sound Waves (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Sound Waves tailored for Grade 9 students.","physics, grade 9, sound waves, processes",Hard
703,Physics,9,Advanced Concepts of Light Reflection (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Light Reflection tailored for Grade 9 students.","physics, grade 9, light reflection, systems",Hard
704,Physics,9,Advanced Concepts of Light Refraction (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Light Refraction tailored for Grade 9 students.","physics, grade 9, light refraction, impact",Hard
705,Physics,9,Advanced Concepts of Thermodynamics (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Thermodynamics tailored for Grade 9 students.","physics, grade 9, thermodynamics, dynamics",Hard
706,Physics,9,Advanced Concepts of Electromagnetism (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Electromagnetism tailored for Grade 9 students.","physics, grade 9, electromagnetism, functions",Hard
707,Physics,9,Advanced Concepts of Pressure (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Pressure tailored for Grade 9 students.","physics, grade 9, pressure, structure",Hard
708,Physics,9,Advanced Concepts of Friction (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Friction tailored for Grade 9 students.","physics, grade 9, friction, key ideas",Hard
709,Physics,10,Advanced Concepts of Laws of Motion (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Laws of Motion tailored for Grade 10 students.","physics, grade 10, laws of motion, basics",Hard
710,Physics,10,Advanced Concepts of Work and Energy (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Work and Energy tailored for Grade 10 students.","physics, grade 10, work and energy, principles",Hard
711,Physics,10,Advanced Concepts of Gravitation (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Gravitation tailored for Grade 10 students.","physics, grade 10, gravitation, applications",Hard
712,Physics,10,Advanced Concepts of Electrostatics (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Electrostatics tailored for Grade 10 students.","physics, grade 10, electrostatics, theories",Hard
713,Physics,10,Advanced Concepts of Magnetism (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Magnetism tailored for Grade 10 students.","physics, grade 10, magnetism, exploration",Hard
714,Physics,10,Advanced Concepts of Sound Waves (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Sound Waves tailored for Grade 10 students.","physics, grade 10, sound waves, processes",Hard
